utility_id,account_id,meter_id,reading_timestamp,consumption_gallons,prev_consumption_gallons,delta_from_prev,rolling_24h_avg,rolling_24h_max,rolling_7d_avg,hour_of_day,day_of_week,overnight_flag,weekend_flag,deviation_from_24h_avg,anomaly_score,is_anomaly
2246,203075,9150020,2026-03-01 13:00:00,5.415,4.022,1.3929999999999998,5.257142857142857,6.981,5.257142857142857,13,6,0,1,0.15785714285714292,0.14325128448595192,0
2246,203075,9150020,2026-03-01 14:00:00,4.508,5.415,-0.907,5.2072,6.981,5.2072,14,6,0,1,-0.6992000000000003,0.15569424047717212,0
2246,203075,9150020,2026-03-01 15:00:00,4.276,4.508,-0.2320000000000002,5.149,6.981,5.149,15,6,0,1,-0.8730000000000002,0.16405355673746802,0
2246,203075,9150020,2026-03-01 16:00:00,5.049,4.276,0.7730000000000006,5.143117647058824,6.981,5.143117647058824,16,6,0,1,-0.0941176470588232,0.16737065731672712,0
2246,203075,9150020,2026-03-01 17:00:00,4.776,5.049,-0.2730000000000006,5.122722222222222,6.981,5.122722222222222,17,6,0,1,-0.3467222222222226,0.17310232773648376,0
2246,203075,9150020,2026-03-01 18:00:00,4.111,4.776,-0.665,5.069473684210526,6.981,5.069473684210526,18,6,0,1,-0.9584736842105261,0.1589578035592013,0
2246,203075,9150020,2026-03-01 19:00:00,5.348,4.111,1.237,5.0834,6.981,5.0834,19,6,0,1,0.2645999999999997,0.15341916039881343,0
2246,203075,9150020,2026-03-01 20:00:00,3.616,5.348,-1.7319999999999998,5.01352380952381,6.981,5.01352380952381,20,6,0,1,-1.3975238095238098,0.12615922180370331,0
2246,203075,9150020,2026-03-01 21:00:00,5.068,3.616,1.4519999999999995,5.016,6.981,5.016,21,6,0,1,0.0519999999999996,0.14668771764321903,0
2246,203075,9150020,2026-03-01 22:00:00,5.174,5.068,0.10600000000000076,5.022869565217391,6.981,5.022869565217391,22,6,0,1,0.15113043478260924,0.15643654559830905,0
2246,203075,9150020,2026-03-01 23:00:00,4.597,5.174,-0.577,5.0051250000000005,6.981,5.0051250000000005,23,6,0,1,-0.40812500000000007,0.15254550813532047,0
2246,203075,9150020,2026-03-02 00:00:00,4.761,4.597,0.1639999999999997,5.006583333333333,6.981,4.99536,0,0,1,0,-0.24558333333333326,0.11618715375760857,0
2246,203075,9150020,2026-03-02 01:00:00,3.654,4.761,-1.1070000000000002,4.956416666666667,6.981,4.943769230769231,1,0,1,0,-1.3024166666666668,0.09975272901646393,0
2246,203075,9150020,2026-03-02 02:00:00,5.539,3.654,1.8849999999999998,5.0132916666666665,6.981,4.965814814814815,2,0,1,0,0.5257083333333332,0.09828415605643703,0
2246,203075,9150020,2026-03-02 03:00:00,4.776,5.539,-0.7629999999999999,5.012208333333333,6.981,4.959035714285714,3,0,1,0,-0.2362083333333329,0.12683262784114663,0
2246,203075,9150020,2026-03-02 04:00:00,4.601,4.776,-0.17499999999999982,5.010958333333334,6.981,4.946689655172414,4,0,1,0,-0.40995833333333387,0.131090438879352,0
2246,203075,9150020,2026-03-02 05:00:00,5.919,4.601,1.3179999999999996,4.966708333333334,6.597,4.9791,5,0,0,0,0.9522916666666656,0.1595584144643219,0
2246,203075,9150020,2026-03-02 06:00:00,4.537,5.919,-1.3819999999999997,4.891208333333333,6.597,4.964838709677419,6,0,0,0,-0.35420833333333324,0.1750295930967789,0
2246,203075,9150020,2026-03-02 07:00:00,3.953,4.537,-0.5840000000000001,4.781041666666667,6.097,4.93321875,7,0,0,0,-0.828041666666667,0.18573260374871403,0
2246,203075,9150020,2026-03-02 08:00:00,3.774,3.953,-0.17899999999999983,4.68425,5.919,4.898090909090909,8,0,0,0,-0.9102499999999996,0.18509829798582456,0
2246,203075,9150020,2026-03-02 09:00:00,5.409,3.774,1.6349999999999998,4.72125,5.919,4.913117647058823,9,0,0,0,0.6877499999999994,0.1796358089424286,0
2246,203075,9150020,2026-03-02 10:00:00,3.776,5.409,-1.633,4.67525,5.919,4.880628571428572,10,0,0,0,-0.8992500000000003,0.18390131862581982,0
2246,203075,9150020,2026-03-02 11:00:00,6.059,3.776,2.2830000000000004,4.696583333333334,6.059,4.9133611111111115,11,0,0,0,1.3624166666666664,0.14916034766270225,0
2246,203075,9150020,2026-03-02 12:00:00,2.834,6.059,-3.225,4.647083333333334,6.059,4.857162162162163,12,0,0,0,-1.8130833333333336,0.11576907534206127,0
2246,203075,9150020,2026-03-02 13:00:00,5.702,2.834,2.868,4.659041666666667,6.059,4.879394736842105,13,0,0,0,1.042958333333333,0.12589450667407603,0
2246,203075,9150020,2026-03-02 14:00:00,4.369,5.702,-1.3330000000000002,4.65325,6.059,4.866307692307692,14,0,0,0,-0.2842500000000001,0.19717826726180543,0
2246,203075,9150020,2026-03-02 15:00:00,3.998,4.369,-0.37099999999999955,4.641666666666667,6.059,4.8446,15,0,0,0,-0.6436666666666664,0.212876983902538,0
2246,203075,9150020,2026-03-02 16:00:00,3.544,3.998,-0.4540000000000002,4.5789583333333335,6.059,4.812878048780488,16,0,0,0,-1.0349583333333334,0.20323740982267308,0
2246,203075,9150020,2026-03-02 17:00:00,4.24,3.544,0.6960000000000002,4.5566249999999995,6.059,4.7992380952380955,17,0,0,0,-0.31662499999999927,0.20995465075501585,0
2246,203075,9150020,2026-03-02 18:00:00,3.87,4.24,-0.3700000000000001,4.546583333333333,6.059,4.777627906976744,18,0,0,0,-0.6765833333333333,0.21538771089660358,0
2246,203075,9150020,2026-03-02 19:00:00,4.803,3.87,0.9329999999999998,4.523874999999999,6.059,4.778204545454545,19,0,0,0,0.2791250000000005,0.20402623800283065,0
2246,203075,9150020,2026-03-02 20:00:00,4.072,4.803,-0.7309999999999999,4.5428749999999996,6.059,4.7625111111111105,20,0,0,0,-0.4708749999999995,0.20684244338397118,0
2246,203075,9150020,2026-03-02 21:00:00,4.196,4.072,0.12399999999999967,4.506541666666666,6.059,4.750195652173913,21,0,0,0,-0.3105416666666665,0.20804327462225436,0
2246,203075,9150020,2026-03-02 22:00:00,3.909,4.196,-0.2869999999999999,4.453833333333333,6.059,4.732297872340426,22,0,0,0,-0.5448333333333331,0.2030459377736364,0
2246,203075,9150020,2026-03-02 23:00:00,4.299,3.909,0.39000000000000057,4.441416666666666,6.059,4.723270833333333,23,0,0,0,-0.14241666666666575,0.19798584705769257,0
2246,203075,9150020,2026-03-03 00:00:00,4.746,4.299,0.44700000000000006,4.440791666666667,6.059,4.723734693877551,0,1,1,0,0.30520833333333375,0.17158081483050996,0
2246,203075,9150020,2026-03-03 01:00:00,3.287,4.746,-1.4590000000000005,4.4255,6.059,4.695,1,1,1,0,-1.1385000000000005,0.13805606582799967,0
2246,203075,9150020,2026-03-03 02:00:00,3.721,3.287,0.43400000000000016,4.34975,6.059,4.675901960784314,2,1,1,0,-0.6287500000000001,0.14598352330591213,0
2246,203075,9150020,2026-03-03 03:00:00,5.519,3.721,1.798,4.380708333333334,6.059,4.692115384615385,3,1,1,0,1.1382916666666665,0.14694732675684102,0
2246,203075,9150020,2026-03-03 04:00:00,5.156,5.519,-0.36300000000000043,4.403833333333334,6.059,4.700867924528302,4,1,1,0,0.7521666666666658,0.17804637837171572,0
2246,203075,9150020,2026-03-03 05:00:00,4.932,5.156,-0.2239999999999993,4.362708333333333,6.059,4.705148148148148,5,1,0,0,0.5692916666666674,0.21832823091808468,0
2246,203075,9150020,2026-03-03 06:00:00,5.115,4.932,0.18299999999999983,4.386791666666666,6.059,4.7126,6,1,0,0,0.7282083333333338,0.22376095247621008,0
2246,203075,9150020,2026-03-03 07:00:00,5.358,5.115,0.24299999999999944,4.445333333333333,6.059,4.724125,7,1,0,0,0.9126666666666665,0.22367497905934292,0
2246,203075,9150020,2026-03-03 08:00:00,4.588,5.358,-0.7699999999999996,4.4792499999999995,6.059,4.721736842105264,8,1,0,0,0.10875000000000057,0.23062926921690285,0
2246,203075,9150020,2026-03-03 09:00:00,4.302,4.588,-0.2860000000000005,4.4331249999999995,6.059,4.714499999999999,9,1,0,0,-0.13112499999999994,0.23715998421841106,0
2246,203075,9150020,2026-03-03 10:00:00,4.957,4.302,0.6550000000000002,4.482333333333333,6.059,4.718610169491526,10,1,0,0,0.4746666666666668,0.23315120145543872,0
2246,203075,9150020,2026-03-03 11:00:00,3.873,4.957,-1.0839999999999996,4.39125,5.702,4.704516666666667,11,1,0,0,-0.5182500000000001,0.21434995503510562,0
2246,203075,9150020,2026-03-03 12:00:00,4.827,3.873,0.9539999999999997,4.474291666666667,5.702,4.7065245901639345,12,1,0,0,0.3527083333333332,0.220801905562721,0
2246,203075,9150020,2026-03-03 13:00:00,2.983,4.827,-1.8439999999999999,4.361,5.519,4.678725806451613,13,1,0,0,-1.3779999999999997,0.17798430870621057,0
2246,203075,9150020,2026-03-03 14:00:00,5.023,2.983,2.0399999999999996,4.38825,5.519,4.684190476190476,14,1,0,0,0.6347499999999995,0.17435504144080344,0
2246,203075,9150020,2026-03-03 15:00:00,4.454,5.023,-0.569,4.4072499999999994,5.519,4.68059375,15,1,0,0,0.04675000000000029,0.22371677453138739,0
2246,203075,9150020,2026-03-03 16:00:00,4.185,4.454,-0.26900000000000013,4.433958333333333,5.519,4.6729692307692305,16,1,0,0,-0.2489583333333334,0.22648149098799825,0
2246,203075,9150020,2026-03-03 17:00:00,4.707,4.185,0.5220000000000002,4.453416666666667,5.519,4.673484848484848,17,1,0,0,0.25358333333333327,0.2212241702193895,0
2246,203075,9150020,2026-03-03 18:00:00,5.232,4.707,0.5250000000000004,4.510166666666667,5.519,4.681820895522388,18,1,0,0,0.7218333333333335,0.20847099199562502,0
2246,203075,9150020,2026-03-03 19:00:00,4.732,5.232,-0.5,4.507208333333334,5.519,4.682558823529412,19,1,0,0,0.2247916666666665,0.2110133659863196,0
2246,203075,9150020,2026-03-03 20:00:00,2.508,4.732,-2.224,4.442041666666666,5.519,4.65104347826087,20,1,0,0,-1.9340416666666664,0.13739652109925726,0
2246,203075,9150020,2026-03-03 21:00:00,3.052,2.508,0.544,4.394375,5.519,4.6282,21,1,0,0,-1.342375,0.1361989757201546,0
2246,203075,9150020,2026-03-03 22:00:00,3.7,3.052,0.6480000000000001,4.385666666666666,5.519,4.61512676056338,22,1,0,0,-0.6856666666666662,0.17468049688979453,0
2246,203075,9150020,2026-03-03 23:00:00,4.366,3.7,0.6659999999999995,4.388458333333333,5.519,4.611666666666667,23,1,0,0,-0.02245833333333369,0.18945269911584872,0
2246,203075,9150020,2026-03-04 00:00:00,4.914,4.366,0.548,4.395458333333333,5.519,4.615808219178082,0,2,1,0,0.5185416666666667,0.16535718596699583,0
2246,203075,9150020,2026-03-04 01:00:00,4.075,4.914,-0.8389999999999995,4.4282916666666665,5.519,4.6085,1,2,1,0,-0.35329166666666634,0.1593467181890718,0
2246,203075,9150020,2026-03-04 02:00:00,4.949,4.075,0.8739999999999997,4.479458333333333,5.519,4.61304,2,2,1,0,0.4695416666666672,0.17834084227648406,0
2246,203075,9150020,2026-03-04 03:00:00,4.32,4.949,-0.6289999999999996,4.4295,5.358,4.609184210526315,3,2,1,0,-0.10949999999999971,0.17231666447613864,0
2246,203075,9150020,2026-03-04 04:00:00,4.53,4.32,0.20999999999999996,4.403416666666667,5.358,4.608155844155844,4,2,1,0,0.1265833333333335,0.17182982624173843,0
2246,203075,9150020,2026-03-04 05:00:00,3.954,4.53,-0.5760000000000001,4.362666666666667,5.358,4.599769230769231,5,2,0,0,-0.4086666666666665,0.1994483609504326,0
2246,203075,9150020,2026-03-04 06:00:00,4.361,3.954,0.4069999999999996,4.33125,5.358,4.596746835443038,6,2,0,0,0.029749999999999943,0.19877265611048722,0
2246,203075,9150020,2026-03-04 07:00:00,3.998,4.361,-0.36299999999999955,4.274583333333333,5.232,4.5892625,7,2,0,0,-0.27658333333333296,0.19401538016725717,0
2246,203075,9150020,2026-03-04 08:00:00,4.239,3.998,0.24099999999999966,4.260041666666667,5.232,4.584938271604938,8,2,0,0,-0.02104166666666707,0.18711508640474916,0
2246,203075,9150020,2026-03-04 09:00:00,5.767,4.239,1.5280000000000005,4.321083333333333,5.767,4.599353658536585,9,2,0,0,1.4459166666666672,0.18553798312114556,0
2246,203075,9150020,2026-03-04 10:00:00,4.04,5.767,-1.7270000000000003,4.282875,5.767,4.592614457831325,10,2,0,0,-0.24287499999999973,0.19543175635117555,0
2246,203075,9150020,2026-03-04 11:00:00,6.761,4.04,2.721,4.403208333333333,6.761,4.618428571428571,11,2,0,0,2.3577916666666674,0.13105974553829475,0
2246,203075,9150020,2026-03-04 12:00:00,4.895,6.761,-1.8660000000000005,4.406041666666667,6.761,4.621682352941177,12,2,0,0,0.4889583333333327,0.1877785709884257,0
2246,203075,9150020,2026-03-04 13:00:00,4.493,4.895,-0.40199999999999925,4.468958333333333,6.761,4.620186046511628,13,2,0,0,0.024041666666667183,0.24190860772235395,0
2246,203075,9150020,2026-03-04 14:00:00,3.513,4.493,-0.9800000000000004,4.406041666666667,6.761,4.607459770114942,14,2,0,0,-0.893041666666667,0.22515008140436293,0
2246,203075,9150020,2026-03-04 15:00:00,4.636,3.513,1.1230000000000002,4.413625000000001,6.761,4.6077840909090915,15,2,0,0,0.22237499999999955,0.23011411489439382,0
2246,203075,9150020,2026-03-04 16:00:00,3.52,4.636,-1.116,4.385916666666667,6.761,4.595561797752809,16,2,0,0,-0.8659166666666667,0.21982376243897062,0
2246,203075,9150020,2026-03-04 17:00:00,4.018,3.52,0.4979999999999998,4.357208333333333,6.761,4.589144444444445,17,2,0,0,-0.33920833333333356,0.21870465831554609,0
2246,203075,9150020,2026-03-04 18:00:00,5.948,4.018,1.9300000000000006,4.387041666666667,6.761,4.604076923076923,18,2,0,0,1.5609583333333337,0.16796862776641536,0
2246,203075,9150020,2026-03-04 19:00:00,3.844,5.948,-2.1040000000000005,4.350041666666667,6.761,4.595815217391304,19,2,0,0,-0.506041666666667,0.17705586276003565,0
2246,203075,9150020,2026-03-04 20:00:00,4.9,3.844,1.0560000000000005,4.449708333333334,6.761,4.599086021505376,20,2,0,0,0.45029166666666676,0.216904161358197,0
2246,203075,9150020,2026-03-04 21:00:00,3.513,4.9,-1.3870000000000005,4.468916666666666,6.761,4.587531914893617,21,2,0,0,-0.9559166666666661,0.20623789071445203,0
2246,203075,9150020,2026-03-04 22:00:00,4.172,3.513,0.6589999999999998,4.488583333333334,6.761,4.583157894736842,22,2,0,0,-0.3165833333333339,0.21408656740319432,0
2246,203075,9150020,2026-03-04 23:00:00,5.761,4.172,1.5890000000000004,4.546708333333334,6.761,4.595427083333333,23,2,0,0,1.214291666666666,0.17398336968007833,0
2246,203075,9150020,2026-03-05 00:00:00,3.998,5.761,-1.763,4.508541666666667,6.761,4.589268041237113,0,3,1,0,-0.5105416666666667,0.13988108242741532,0
2246,203075,9150020,2026-03-05 01:00:00,6.105,3.998,2.107,4.593125,6.761,4.6047346938775515,1,3,1,0,1.5118750000000007,0.1305119098045739,0
2246,203075,9150020,2026-03-05 02:00:00,5.366,6.105,-0.7390000000000008,4.6105,6.761,4.612424242424242,2,3,1,0,0.7554999999999996,0.17273322880087721,0
2246,203075,9150020,2026-03-05 03:00:00,4.474,5.366,-0.8919999999999995,4.616916666666667,6.761,4.61104,3,3,1,0,-0.14291666666666636,0.18500751367701657,0
2246,203075,9150020,2026-03-05 04:00:00,5.526,4.474,1.0519999999999996,4.658416666666667,6.761,4.62009900990099,4,3,1,0,0.8675833333333332,0.18027241861443716,0
2246,203075,9150020,2026-03-05 05:00:00,5.858,5.526,0.33199999999999985,4.73775,6.761,4.632235294117647,5,3,0,0,1.1202499999999995,0.20929671953659618,0
2246,203075,9150020,2026-03-05 06:00:00,5.597,5.858,-0.26099999999999923,4.78925,6.761,4.641601941747573,6,3,0,0,0.8077500000000004,0.22087127192508305,0
2246,203075,9150020,2026-03-05 07:00:00,3.823,5.597,-1.7740000000000005,4.781958333333333,6.761,4.63373076923077,7,3,0,0,-0.9589583333333329,0.20687613155147971,0
2246,203075,9150020,2026-03-05 08:00:00,4.438,3.823,0.6149999999999998,4.79025,6.761,4.631866666666666,8,3,0,0,-0.3522500000000006,0.22693014095656983,0
2246,203075,9150020,2026-03-05 09:00:00,4.726,4.438,0.28800000000000026,4.746875,6.761,4.6327547169811325,9,3,0,0,-0.0208750000000002,0.23958091065284653,0
2246,203075,9150020,2026-03-05 10:00:00,4.74,4.726,0.014000000000000234,4.776041666666667,6.761,4.6337570093457945,10,3,0,0,-0.03604166666666675,0.24035794523086784,0
2246,203075,9150020,2026-03-05 11:00:00,5.152,4.74,0.4119999999999999,4.7090000000000005,6.105,4.6385555555555555,11,3,0,0,0.4429999999999996,0.23599095402784076,0
2246,203075,9150020,2026-03-05 12:00:00,4.642,5.152,-0.5099999999999998,4.698458333333333,6.105,4.638587155963303,12,3,0,0,-0.05645833333333261,0.2386436942848924,0
2246,203075,9150020,2026-03-05 13:00:00,3.276,4.642,-1.3660000000000005,4.64775,6.105,4.6262,13,3,0,0,-1.3717500000000005,0.21700326180634333,0
2246,203075,9150020,2026-03-05 14:00:00,4.504,3.276,1.2279999999999998,4.689041666666666,6.105,4.625099099099099,14,3,0,0,-0.18504166666666677,0.22202927585246124,0
2246,203075,9150020,2026-03-05 15:00:00,4.564,4.504,0.0600000000000005,4.686041666666667,6.105,4.624553571428572,15,3,0,0,-0.12204166666666705,0.24406541267491616,0
2246,203075,9150020,2026-03-05 16:00:00,4.428,4.564,-0.13600000000000012,4.7238750000000005,6.105,4.6228141592920355,16,3,0,0,-0.29587500000000055,0.2393305574256414,0
2246,203075,9150020,2026-03-05 17:00:00,4.785,4.428,0.3570000000000002,4.755833333333333,6.105,4.6242368421052635,17,3,0,0,0.029166666666666785,0.2345181714119361,0
2246,203075,9150020,2026-03-05 18:00:00,4.567,4.785,-0.21799999999999997,4.698291666666667,6.105,4.623739130434783,18,3,0,0,-0.1312916666666668,0.23586592982727617,0
2246,203075,9150020,2026-03-05 19:00:00,4.288,4.567,-0.2789999999999999,4.7167916666666665,6.105,4.6208448275862075,19,3,0,0,-0.42879166666666624,0.2317426153892544,0
2246,203075,9150020,2026-03-05 20:00:00,3.924,4.288,-0.3640000000000003,4.676125,6.105,4.614888888888889,20,3,0,0,-0.7521249999999999,0.22865475897511023,0
2246,203075,9150020,2026-03-05 21:00:00,2.747,3.924,-1.177,4.644208333333334,6.105,4.599059322033898,21,3,0,0,-1.8972083333333343,0.17331299596812572,0
2246,203075,9150020,2026-03-05 22:00:00,4.544,2.747,1.7969999999999997,4.659708333333334,6.105,4.5985966386554615,22,3,0,0,-0.11570833333333397,0.17604674191440128,0
2246,203075,9150020,2026-03-05 23:00:00,4.511,4.544,-0.032999999999999474,4.607625,6.105,4.5978666666666665,23,3,0,0,-0.09662499999999952,0.22072040463775855,0
2246,203075,9150020,2026-03-06 00:00:00,4.717,4.511,0.20599999999999952,4.637583333333333,6.105,4.598851239669422,0,4,1,0,0.07941666666666691,0.17898147915127177,0
2246,203075,9150020,2026-03-06 01:00:00,3.634,4.717,-1.0829999999999997,4.534625,5.858,4.59094262295082,1,4,1,0,-0.9006250000000002,0.15420728351921542,0
2246,203075,9150020,2026-03-06 02:00:00,3.935,3.634,0.30100000000000016,4.4750000000000005,5.858,4.58560975609756,2,4,1,0,-0.5400000000000005,0.163449356436779,0
2246,203075,9150020,2026-03-06 03:00:00,5.767,3.935,1.8320000000000003,4.528875,5.858,4.595137096774193,3,4,1,0,1.2381250000000001,0.15169728443200392,0
2246,203075,9150020,2026-03-06 04:00:00,4.988,5.767,-0.7789999999999999,4.506458333333334,5.858,4.59828,4,4,1,0,0.48154166666666676,0.17642936276629817,0
2246,203075,9150020,2026-03-06 05:00:00,5.625,4.988,0.6369999999999996,4.49675,5.767,4.606428571428571,5,4,0,0,1.1282500000000004,0.207970175074968,0
2246,203075,9150020,2026-03-06 06:00:00,5.123,5.625,-0.5019999999999998,4.477,5.767,4.610496062992126,6,4,0,0,0.6459999999999999,0.21818318180374663,0
2246,203075,9150020,2026-03-06 07:00:00,5.103,5.123,-0.020000000000000462,4.530333333333333,5.767,4.61434375,7,4,0,0,0.5726666666666667,0.2285783459277695,0
2246,203075,9150020,2026-03-06 08:00:00,5.77,5.103,0.6669999999999998,4.585833333333333,5.77,4.6233023255813945,8,4,0,0,1.1841666666666661,0.21516659212039319,0
2246,203075,9150020,2026-03-06 09:00:00,4.511,5.77,-1.2589999999999995,4.576875,5.77,4.6224384615384615,9,4,0,0,-0.06587500000000013,0.2221802882510533,0
2246,203075,9150020,2026-03-06 10:00:00,4.877,4.511,0.36599999999999966,4.582583333333333,5.77,4.624381679389312,10,4,0,0,0.29441666666666677,0.23022789045354103,0
2246,203075,9150020,2026-03-06 11:00:00,4.285,4.877,-0.5919999999999996,4.546458333333334,5.77,4.621810606060606,11,4,0,0,-0.26145833333333357,0.23149426601284084,0
2246,203075,9150020,2026-03-06 12:00:00,4.152,4.285,-0.133,4.526041666666667,5.77,4.618278195488722,12,4,0,0,-0.3740416666666668,0.23178244507129658,0
2246,203075,9150020,2026-03-06 13:00:00,4.097,4.152,-0.054999999999999716,4.56025,5.77,4.614388059701493,13,4,0,0,-0.4632499999999995,0.23103594720278403,0
2246,203075,9150020,2026-03-06 14:00:00,4.378,4.097,0.2809999999999997,4.555000000000001,5.77,4.612637037037037,14,4,0,0,-0.1770000000000005,0.23142422806271873,0
2246,203075,9150020,2026-03-06 15:00:00,3.693,4.378,-0.685,4.5187083333333335,5.77,4.605875,15,4,0,0,-0.8257083333333335,0.22283523049844506,0
2246,203075,9150020,2026-03-06 16:00:00,4.985,3.693,1.2920000000000003,4.541916666666666,5.77,4.608642335766423,16,4,0,0,0.44308333333333394,0.21395434762101906,0
2246,203075,9150020,2026-03-06 17:00:00,3.205,4.985,-1.7800000000000002,4.476083333333333,5.77,4.598471014492754,17,4,0,0,-1.2710833333333333,0.18853969050710057,0
2246,203075,9150020,2026-03-06 18:00:00,3.751,3.205,0.5459999999999998,4.442083333333334,5.77,4.592374100719424,18,4,0,0,-0.6910833333333337,0.20432696136814538,0
2246,203075,9150020,2026-03-06 19:00:00,3.569,3.751,-0.18199999999999994,4.4121250000000005,5.77,4.585064285714286,19,4,0,0,-0.8431250000000006,0.20642485777594444,0
2246,203075,9150020,2026-03-06 20:00:00,5.138,3.569,1.569,4.462708333333333,5.77,4.588985815602837,20,4,0,0,0.6752916666666673,0.18721068352321407,0
2246,203075,9150020,2026-03-06 21:00:00,4.233,5.138,-0.9050000000000002,4.5246249999999995,5.77,4.586478873239437,21,4,0,0,-0.2916249999999998,0.20576446110082514,0
2246,203075,9150020,2026-03-06 22:00:00,5.025,4.233,0.7920000000000007,4.544666666666667,5.77,4.589545454545454,22,4,0,0,0.4803333333333333,0.20254551573700574,0
2246,203075,9150020,2026-03-06 23:00:00,3.156,5.025,-1.8690000000000002,4.488208333333334,5.77,4.579590277777778,23,4,0,0,-1.3322083333333334,0.16286211679852497,0
2246,203075,9150020,2026-03-07 00:00:00,5.214,3.156,2.0580000000000003,4.508916666666667,5.77,4.583965517241379,0,5,1,1,0.7050833333333335,0.0907692072181262,0
2246,203075,9150020,2026-03-07 01:00:00,5.867,5.214,0.6529999999999996,4.601958333333333,5.867,4.592753424657534,1,5,1,1,1.2650416666666668,0.12733474489606889,0
2246,203075,9150020,2026-03-07 02:00:00,5.366,5.867,-0.5010000000000003,4.661583333333334,5.867,4.598013605442177,2,5,1,1,0.704416666666666,0.13893006331282715,0
2246,203075,9150020,2026-03-07 03:00:00,6.277,5.366,0.9110000000000005,4.682833333333334,6.277,4.609358108108108,3,5,1,1,1.5941666666666663,0.11504051727091513,0
2246,203075,9150020,2026-03-07 04:00:00,5.106,6.277,-1.1710000000000003,4.68775,6.277,4.612691275167785,4,5,1,1,0.41824999999999957,0.12806826468634475,0
2246,203075,9150020,2026-03-07 05:00:00,6.707,5.106,1.601,4.732833333333334,6.707,4.6266533333333335,5,5,0,1,1.9741666666666662,0.12963124056702163,0
2246,203075,9150020,2026-03-07 06:00:00,7.439,6.707,0.7320000000000002,4.8293333333333335,7.439,4.6452781456953645,6,5,0,1,2.6096666666666666,0.08713825382035967,0
2246,203075,9150020,2026-03-07 07:00:00,5.289,7.439,-2.1500000000000004,4.837083333333333,7.439,4.649513157894737,7,5,0,1,0.4519166666666665,0.13701800759554872,0
2246,203075,9150020,2026-03-07 08:00:00,5.163,5.289,-0.12599999999999945,4.811791666666666,7.439,4.652869281045752,8,5,0,1,0.351208333333334,0.195791680138948,0
2246,203075,9150020,2026-03-07 09:00:00,6.587,5.163,1.4239999999999995,4.898291666666666,7.439,4.6654285714285715,9,5,0,1,1.6887083333333335,0.14682560190041355,0
2246,203075,9150020,2026-03-07 10:00:00,6.564,6.587,-0.022999999999999687,4.968583333333334,7.439,4.677677419354838,10,5,0,1,1.595416666666666,0.13490064228702808,0
2246,203075,9150020,2026-03-07 11:00:00,4.737,6.564,-1.827,4.987416666666667,7.439,4.678057692307693,11,5,0,1,-0.2504166666666672,0.15913460080945374,0
2246,203075,9150020,2026-03-07 12:00:00,4.664,4.737,-0.0730000000000004,5.00875,7.439,4.677968152866242,12,5,0,1,-0.34475000000000033,0.19675685867948983,0
